,0
3714,@akawhatadave I agree Dutch are sound but I'm not sure I'm legible :(. I'm legible for a Israeli passport only by the law of return.
3715,I want froze chocolate covered bananas :(
3716,@94tmhhes all these theories of people saying from the start that zayn will come back on 23rd july :((((((( its 24th today and im not ok
3717,Stomachache bc of a slice of cake _:(´ཀ`」 ∠):_ …
3718,"Lions agains Otani, 3-0 down already at 3rd bottom no chance, eh, @schnuckster ? :-("
3719,"@NiaLovelis Niaaaaaaaaaaaaaaaaaaaaaaaaaaa
pls follow me, be my 2/4 
miss you :( http://t.co/gRQZ1LKTJF"
3720,@profanityswan I've moved to Australia. It's only a matter of time :(
3721,Cute :(( 💞 http://t.co/WbxjcwXiqF
3722,@Albondiga94 if you have schemes I don't have schemes planned yet :(
3723,Second that. We were off on Wednesday already :( https://t.co/R1Sbnpovdg
3724,Paper towns please :-(
3725,"@AnnoGalactic :( :( I know it's how it goes, but still...."
3726,dude i'm so fckin okay with you avoiding me all over again :(
3727,@totgeglaubter @Swisscom_de fuck :((((
3728,@vinrana1986 hii vin plss rply my tweet :((
3729,@MissFrizzy97 I didn't mean to put a rat lol :(
3730,I just deleted my entire Bollywood movie collection to make space for my Mac backup. Actual tears :(
3731,SAY NO To EXAM!!!!!! exam na sa lunes at martes :(
3732,"“@RobinhoodApp: We love spotting Robinhood out in the wild! Thanks for all the support out there, Robinhoodies! 🚙💚 http://t.co/bK6z2WhXMK”:("
3733,@RyanCooperXZ same here :(
3734,#docopenhagen i have a horse in my ass :( http://t.co/QouW0Uwd8O
3735,I'll just have to write a bunch of ugly setter functions... :(
3736,@UberUK im swiping right but dont see anything :(
3737,How am I gonna live without my bbygurl for two whole days :(
3738,@hinata_shouyno fuck u Neil u ruined it &gt;:-(
3739,@drunkktae yeah i'm not :(((
3740,2 years ago today I was packing for the Caribbean :(
3741,"So hacked off with myself as just gone up a size :( 6yrs ago, I had gone down to a size 12 and now I am a size 18 again :( I hate myself :("
3742,@jabongindia @ibeingdesi @mayank_x3 @mika0562 @shatarup_ @shwetadaga23  :'( Tried very hard but lost :( #JabongatPumaUrbanStampede
3743,my bro choose takraw over me :(
3744,@Dat_NiggaCarlos :((( it's not like a fersuree thing yet though
3745,“@INyan99: oh poor baby :( 😁 https://t.co/JQwjFTnppG” 😭
3746,"Hell naw Angie, ain't nobody paying. Fuck your though this was :("
3747,@tbhrapmon awwww no but thank you :( but im still ugly huhu idk
3748,ice cream sandwich plsss :-((((((
3749,"how have you been, sheriff? i haven't seen you in aaaaaaaaaaa a aaaaages :(("
3750,It's always hard leaving my heart :( I'mo sulk all day today.
3751,"@angelhairhes some people aren't like you, Fra... some of them are kinda selfish :("
3752,@BenJPierce THAT'S NOT FAIR!! I WANNA MEET YOU SOOOO BAD!! &lt;3 &lt;3 :(
3753,@BelgianKeeper follow trick nonce :(
3754,@joffocakes I can't do charges on a pad for toffee though so tried to switch to someone other than bison. Never got back in :(
3755,I need to get up and motivated but that means I have to walk all the way to Q'don and I don't think I have that energy :(
3756,@missaprilnash oh crikey - not good :( it looks sore! I hope you're starting to feel better since then though x
3757,My heart rate is ridiculous today :(
3758,"I'm proud of my heart, it's been played, stabbed, cheated, burned and broken, but somehow still works. :(
#Unknown"
3759,Why can't I be going to ed :(:(
3760,There's totally no stomping at all :(
3761,the aaaAaaAAAAAAh sound kanye makes in hey mama is so cute :(
3762,I feel so ill today :(
3763,Jdjdjdjd it's too detailed I had to stop :(
3764,@jadehaines I want to add her :(
3765,@mukesvlut I said to myself I will never gonna eat banana anymore but I dont have a choice :(
3766,I should've been asleep 3 or 4 hours ago :(
3767,jimin's fancafe post yesterday &gt;:( i am gone
3768,@HeelSimba :( are you free any time on Monday?
3769,@RupintaABC11 @ABC11_WTVD Noooo not Friday! I work all weekend :(
3770,I want a flipping Belgium waffle thrown in my face :(
3771,Don't have that one :( @Ifrahbreezy @missmbuga Perhaps something else? 87.7 #2fm
3772,My KIK - himseek8 #kik #kiksex #kikmsn #like4like #kissme #akua #hotel :( http://t.co/43zczi7Xly
3773,homed and gg out again :((
3774,Why didn't I glo up yet??? :((
3775,I so want to just be at home. I'm not eating properly and I'm sleeping just to pass the time. I'm miserable :(
3776,"@NiaLovelis i miss you :(
pls follow me http://t.co/stdLTH1PBS"
3777,I get so sad about Cory Monteith like very often. :( As I am sure a lot of people do. Gone too soon hits close to home. What could have been
3778,"@charlotte_louth aw I know, I'm sorry :( how are you and your hashbrowns?😂😊💘💘"
3779,@lauraho1992 @max4education @KeeleSU ahh the wonderful @KPAKeele!! They're really supportive of PGs - shame they didn't do an MSc I liked :(
3780,Where is hierro :(((
3781,My SNAPCHAT - ShirleyCam #snapchat #hornykik #dmme #kikchat #selfie #amazon #phonesex :( http://t.co/teCUf9c9yc
3782,@Mickb1980 @CalderClarion @ev2cycling Looks good pal. Glad I paid £111 for my jersey and gilet! : (
3783,"look at his cheeks so squishy :( 
cutest ;( http://t.co/qEV0hix7JZ"
3784,@delayedmornings oh really ?? wonder why it's expensive there :( are u donating ?
3785,Stay lahhh :( https://t.co/TlsKIA4mJv
3786,@rxpstar I haven't debut and I'm still a student :( I don't have enough money to pay you eon.
3787,@tayiscamsbae @ArianaGrande she doesn't even notice me :(
3788,@SUGGLEEET @AmazingPhil @danisnotonfire im not there too :(
3789,@smiffy Sorry to hear about your dogs :(
3790,the sunrise was so pretty but i couldn't get a good picture of it :(
3791,KIK me guys : beety697 #kik #kikmeguys #kikme #makeup #sex #video #kikkomansabor :( http://t.co/TpZQefeWXN
3792,in the getaway car after committing some criminal act !!! :( http://t.co/bmp14zzHLu http://t.co/LIP80Io2t9 ☼
3793,"@Espio1 @scully1888 It's madness, for sure. Three amiibo for the price of four on Nintendo store. It's just my backup… :("
3794,"@baejuhyunx_  Batman can't fly, I can't help :(((( I HABE FAILED YOU ATE"
3795,Makes me wish we didn't travel :-(
3796,@CampSomeMore @TAEKHYEONG @JeffyPie siannn I 7 March 2017 :(
3797,@IronDuke95 free twitter :(
3798,@jasferblanco may list ba? :(
3799,Well it's absolutely chuckin it down in 'ampsha :( #Rain #Rain #Rain
3800,@selenagomez why did you have answer fans when i was sleep ??? :(
3801,@NiaLovelis Nia I want to meet you again :(
3802,@swiftlywatson ahh I hope you can!! :(
3803,"@abhic4ever Terrible, just terrible. :("
3804,@uhAkie @CloakZTE but how :(
3805,I miss the seniors very very much :((
3806,@DIESEL Please help me to find the replacement strap for my DZ9055 :( I love that watch!
3807,My KIK - entlead590 #kik #kikmenow #nudes #hornykik #tinder #quote #webcamsex :( http://t.co/gYw0ckFKhR
3808,@Morteraaaaa tuesday daw :(
3809,Today was meant to be quiet day to clean the shop but now I'm super busy with clients :(
3810,@djjoeyfunk yep twice :(
3811,"justinbieber can u pls follow me on &gt;daianerufato&lt; i've been trying for too long :( ilysm bae! xx (July 24, 2015 at 07:02AM)"
3812,@Uber_Dublin no ice cream for ifsc mayor street :(
3813,"Biodiversity, Taxonomic Infrastructure, International Collaboration, and New Species Discovery http://t.co/BWNMCNBvnC Suppl. data as PDF :("
3814,I just want my fucking day collar. :(
3815,@louloubarton81 jealous much :(
3816,@TOOBTOBI Follow back :(
3817,Yep 3:03 am can't sleep :((
3818,@lvl26highelf @MissFrizzy97 ummm I found it :(
3819,@Brooklyyyyyyyn :( okay this is the worst
3820,My God :( :( :( https://t.co/daFvzOR5qt
3821,@PerezHilton That is hardly a respond :-(
3822,Going to miss belting Sam smith on my daily car rides :((
3823,I hope so :(#ZaynIsComingBackOnJuly26
3824,Really want to be there :(
3825,"wish i was good at makeup, the only thing im good at is doing eyeliner :((("
3826,"@JoUllah I didn't in the end, I would of had to leave from work and therefore missed it :("
3827,i thought this is my best day but it's not. no paper towns today :(
3828,@LittleMix please come to the netherlands :((
3829,This actually made me cry this is so disgusting whAT THE ACTUAL FUCK im disgusted by what I've seen poor people :( https://t.co/z0iLcKLO6s
3830,lol forgot about mubank today :(
3831,What if Max and El were together? :(
3832,"Jeb Bush calls #BlackLivesMatter a 'slogan' http://t.co/AFejQqyUsO via @msnbc

#MSNBC #CNN

(#JEBBush thanking his lucky stars... :-("
3833,It's true... :-( http://t.co/G3gV2f73Bh
3834,@lionel_federer @ChocolateCharsi famished :(
3835,"@scdesc damn D: I feel the same way about ""Maybe"" :( Like I was happy San Marino qualified but I wanted Suzy to qualify D:"
3836,@jungsilhoon i'm getting there :( we're at least speaking now
3837,@SimoontjeVera RIP Momo ;-; :(
3838,Ripped my skirt and hurt my back im injured lol :(
3839,@abbyfoy_ I MISS MY BRACES :((
3840,@sassylass427 sorry :((
3841,I finally could stream ugh couldn't make it home for the past few days for the broadcast :(
3842,"Whenever I hear ""Tama!"" I can't help but repeat it in my head with the pabebe warrior saying it :("
3843,why am I even awake :(
3844,Nearly 50 dead and over 100 wounded reported in bomb attacks in #Iraq. In one week over 300 human beings killed :(  http://t.co/OsxLd1LLG5
3845,everyone's on holiday :(
3846,How far would you go just to win? Camara knows. :-( THE BRIDE WORE COVERALLS http://t.co/EC1zF7A9sy #romance #inspy
3847,@jairaabells I won't be around tom. :(
3848,Mr Happily is both Mr Sneezy &amp; Mr Sleepy :-(
3849,@GeekPlanetDave He said you've got too much time on your hands :( #RogerWatch
3850,@GutterdogUK I am ashamed at my language :(!
3851,@Boybisbored stalker!:(
3852,Red velvet cake plsssssss :(
3853,everybody fell asleep on me :(
3854,"@InfinitelySY Yeah, I've heard :( I think they should learn a little about traditions and people's beheaviour when they visit a country..."
3855,@exostrash14 my parents don't let me &gt;:(
3856,@bublegyum sigh yeah :(
3857,I miss Robert's cute ass :-(
3858,"True Life :~
I Cant Hide Anything From You... :(
.
.
But When Its About Love...❤
.
.
        *I HAVE TO...*  ^_^... http://t.co/uVJzARE3tp"
3859,I fucking hate when I wake up like at this time and I can't fall back asleep ugh :(
3860,@JamesEllwood0 Aaron said it was shit I didn't have ago because he said not worth taking and that's all I banged on about as well jelouse :(
3861,There is truly no better feeling in MTG than getting Thoughtseized twice in your first 2 rounds of game 1 to take all your playables away :(
3862,@TayfurMarshall @mrytrzi oldies but goodies :( http://t.co/nzQmWYMw2b
3863,Missing MCG rn. :(
3864,Woohyun seems weird on inspirit shining night... :( im not ised to seeing him like this........ what happened :/
3865,forever no food at home &amp; the food in school is not even nice :-((
3866,@fondprince lets just assume it's high waisted because it's harry's jeans:( :((((
3867,@peachymin i know :(
3868,"@joinerslive did you by any chance find a black guinness wallet in the venue last night after the show? Lost my wallet :( :( :(
Thank you!"
3869,The evil pepper does to my system. :(
3870,My KIK - thessidew877 #kik #kikmeguys #FaceTime #omegle #Bored #quote #sexi :( http://t.co/ikWtd54Om2
3871,There's a meeting on Sunday and genesis isn't back from Mexico yet :(
3872,"so upset I'm not going in november man, I hope there's going to be a next time in the UK :("
3873,CRAVING FOR WINGS :(((((((((((((
3874,@whoisaaronlau I mashed up my phone lost your number.. :( Whattsap me if avail
3875,@SabrinaFlowers Yeah :( Idk i just never found the time to finish Inuyasha! I've seen a lot of anime and i grew up watching inuyasha which
3876,Hey girl you must be Google Plus because I can't convince any of my fr ends to hang outfwith you. :(
3877,"I JUST WANT MYUNGSOO, GYU, HOYA AND YEOL FOR ONCE :(("
3878,Victoria Park Books @VictoriaParkBks to close :( http://t.co/2lxZeZAhzE
3879,So hard to find an organisation that we're satisfied with :(
3880,@taesprout god im so sorry i hope you are better now :-( wah
3881,Stock up sa for 1 hour. :(
3882,@DMisHaram lay challo pliss :(
3883,@swiftcarsm @crappycoffe and where the hell is she :(
3884,omg I'd so FaceTime Juliana rn but she doesn't have a phone :-(
3885,Still confused on what to enroll this sem. :(
3886,@lizzavirus I'm working next weekend :(
3887,@MrMickyD :( not even when u hit me up we had 5
3888,@JessicaRyanFord I fell asleep :( do you guys wanna come to Starbucks w me lol
3889,@Darlene_Vibares Darlene Followback please :(
3890,@JacobAndrade33 @MillerKaapke can we all be gay together at least. Don't leave me out alone :(
3891,the emoji :((( https://t.co/BFslmBZOAh
3892,Freaking cat won't cuddle with me :-(
3893,"@xxKalishaxx @Zoe91x @DeltaGoodrem I see she has a meet and greet tour coming up, but unfortunately she's not coming to Brisbane :("
3894,@Wilpy1 Too late. :(
3895,"@MerlinHousing hi Merlin, currently waiting a roof repair, and our kitchen is letting in water :( http://t.co/XqaB5F0wB8"
3896,@daddyksoo I JUST SAW YOUR MENTION OMG SORRY :-(((((((((
3897,@WeeklyChris I'm sorry sweetie :( No one deserves that.
3898,nawwwee i miss hyperbullies. like tong 3rd yr nga seatmates rajud mi mag barkada :(
3899,@Thisbummarcus I'll miss you buddy :(
3900,@baexsuze ores! :(
3901,So sick :(
3902,"Not looking promising for our evening at the cricket, is it @jaybutcher @MrTomBaker? :( http://t.co/9U5yeDfqqg"
3903,I only sleep good when I'm at kaylas :(
3904,I miss everyone so much. Feel like I've not seen them in so long :(
3905,@chonchonnie I have yet to finish it! I'm still on season 7. :(
3906,Looking for fun? SNAPCHAT - ericavan18 #snapchat #snapchatme #likeforlike #interracial #model #repost #sexo :( http://t.co/X6O6vJmGac
3907,Again not feeling well :(
3908,"WHY..... :(( not that I hate jong or dongwoo is just that all the photocards I've been getting is WH, DW &amp; SJ http://t.co/zEQNiFVHUT"
3909,May brain tumor si Vivian :( #MMSMalubhangSakit
3910,Is everyone talking about rat boy today bc :(
3911,My feet hurt :(
3912,@frkntrd oh man schade :(
3913,@wajiyaamjad ohh :( the first year will be a bit tiring but things get better after that!
3914,@zaynmalik zayn come back to 1D already. :(
3915,I'm freezing :(
3916,"I wanted the shoes FOR my holiday, shipping should take 4-5 days so it should have arrived TODAY, but it's not even on its way @DCSHOESUK :("
3917,@BeaMiller u didn't follow me :((
3918,@OhPrincessSaRaH I didn't see it so you must not of... been trying to think for a day what it could be...I've think I just figured it out :(
3919,My SNAPCHAT - JillCruz18 #snapchat #kiksexting #likeforlike #hornykik #lgbt #music #camsex :( http://t.co/lk77WR8Rrb
3920,I feel like I'm the only person in Ireland not going to see @edsheeran in Croke park :(
3921,@juonghwa sore qt :(
3922,@sallydunne @laurentierneyy_ not til 19th of sept cos that's when bills start and full rent :(
3923,ok this whole time I've been tossing &amp; turning in my bed trying to go to sleep but I just can't :(
3924,"Showed up to open shop, but my co-worker is MIA :( Hopefully they arrive soon, I'm starving."
3925,@antichankai yup!! i always order there anyways 😂 i hope it pushes through :((
3926,@chaisooyoung dare :(
3927,Unsettled weather is the trend for the next few days. Sun this morning. Showers this afternoon. GH is 18C. Mixed bag for the weekend :-(.
3928,@mzhrkiks why? but you'll get sick :(
3929,@jungsilhoon two days before my birthday :(
3930,IM LISTENING TO EVERYTHING ABOUT YOU :((
3931,@chuchuxiu shit rlly?:( i heard hamsters eat each other thats pretty fucked up hamsters r weird
3932,just wanna see ed sheeran preform tonight :(
3933,@demongrrl51 some peanut has probably crashed :( .. after all you've seen how they drive on the monash ...?
3934,@Astiera01 @KapitaineRose @Madtloves What?P..... :(
3935,When you cant find a gift so you end up using the money for starbucks :(((((
3936,@modern_combat I hope the hitmarker glitch is fixed soon :(
3937,"@SafaaAzadMalik_ okay, safaa, please follow me :( I love you"
3938,Guess who's missed Selena's tweets for fans?:(
3939,My summer sleep schedule is back :(((
3940,my eyes want to sleep but the rest of me doesn't. :( This is bad.
3941,@unclutching :( u okay
3942,"@ZahraMubeen ye galat hai tum ne mjhe ab non respected lrka bna dia, itna rude word use kia hai ke ab mere bhook hi khatam ho jai hai :("
3943,can anyone give me money for the train so that i can see @littlemix today?! :(
3944,"Not been to the gym all week, so I need a BIG personal push today to get me there tonight....i've been making excuses to myself. #Lazy :-("
3945,annoying :((((((((
3946,@carlyraejepsen you ain't gonna follow me?:(
3947,"This Social Experiment, made me cry. :( http://t.co/4EiBxJPE9E"
3948,@ayoo_gerry i miss you :-(
3949,afterschool cant have a comeback even tho they want to coz they have no money :(((
3950,Please Pray for my friend Bilal Ashraf his in ICU :( http://t.co/oUtwk8ON6O
3951,@qureshi_ruksar thankssss.     :(
3952,I MISS SO MANY PEOPLE :-(
3953,@karisshackett01 @MarzJackson won't be long for us all :(
3954,@taesprout ah im sorry :-( when was it
3955,"Annnd, now not going to Winchester {:-("
3956,"Its been 1 year now, Since he texted me this... I miss everything. But now, I know he will never be with me again :( http://t.co/lzr8hSb0Q5"
3957,@JustTakeMeHome_ aw I used the same photo :(
3958,Exactly :( http://t.co/LJRY4TTlRe
3959,@grindmegrande I always make so much effort to talk to you and all I get is like one or two tweets or DMs all day... like really? come on :(
3960,@Penguin_porter that's awful :(
3961,@wonwooo17 /grepe grepein/ :(
3962,I don't want Panem to end :( I just LOVE the books and the movies
3963,@sophiabxsh no Idk if I wanna watch the episode now :(
3964,@_Jazdorothy why my lover :( you going zoo?
3965,@SweetieBiebs baby &gt; boyfriend &gt; bitch??? I don't know how to complete it :(
3966,All ice cream vans are busy :( Maybe later...  #UberIceCream http://t.co/t6GAoKfAp1
3967,"@lifelesscurves hopefully not :( but sulli was like that too.........well, there was injured amber too, but she's still there haha sigh f(x)"
3968,@darrenlewington Ouch :( What's happened to make you say this Darren? Is there anything we can help you with from here?
3969,not even sleepy :(
3970,"only CPM has condemned it, rest all political parties are quiet :("
3971,When you realise that 2/3 of your big summer plans have been and gone :( :( :( next up is PARIS ✔️
3972,Oops... a server error occurred and your email was not sent. :( :(
3973,@ajtszxc miss you too :(
3974,@Insanomania They do... Their mentality doesn't :(
3975,@hosongjun noooo :( it was too late d. Nvm d lah
3976,everything reminds me of u :-(
3977,no date yet :(  https://t.co/Tu9R2CfSyx
3978,feel like eating unagi out of a sudden :( https://t.co/cI5FPi66co
3979,@SarahRashadd straight 7elw :( at least mesh beyt3a2ad
3980,@kaiality too late now :(
3981,@Mvusi_ lol I'm still very fluent and people say I sound white :( but varsity ruined me. Sengenza typos and I use some words out of context.
3982,@ErwanLeCorre is there MovNat in Belgium? First search yields nothing... :-( #NBHeroes
3983,"@RocksteadyGames Tried doing it from my xbox, but it seems it doesn't work...:( it'd make a killer background."
3984,Looking for fun? KIK : agover73 #kik #kikgirl #hornykik #makeup #orgasm #brasileirao #sexdate :( http://t.co/PDxVjLdhi7
3985,Watching abusive relationship videos is so fucking hard. I'm trying not to cry but it's like... :(
3986,@hitgal_hashmi me also good.. But why are u not present here?? Have not seen u long time :(
3987,I like u sm :-(
3988,I'm so inactive. I wanna cry! :(
3989,Looking for fun? SNAPCHAT : JillCruz18 #snapchat #kikhorny #talk #teens #oralsex #batalladelosgallos #kikhorny :( http://t.co/OjCdZIHpuz
3990,@GODDAMMlT SRSLY FUCK U UNFOLLOWER HOPE UR FUTURE CHILD UNPARENTS U &gt;:-(
3991,Ah i honestly love my dad so much I'm slightly upset that I'm not seeing him on my birthday :(
3992,"@soarcasm Bianca 

Ur one and only bun : ("
3993,you already knew i couldn't stand to let people dislike me :(( it's burdensome and i want totally clear it as soon as possible
3994,@aquazzSky same here omg I miss them so badly :(((
3995,Amelia didnt stalk my twitter :(
3996,"oh, i missed the broadcast. : ("
3997,i really can't stream on melon i feel useless :-(
3998,I need to stop looking at old soccer pictures :(
3999,Got an interview for the job that I want but they rang me Tuesday for the interview on Thursday but in on holiday :(
4000,@AndreaMarySmith very helpful .... Or will be once I stop crying :(
4001,@realyys_ OTL NEVERMIND :( at least i got jeon so
4002,And AS SOON as I tweeted that she planted her claws in my thigh for traction and zoomed away :(
4003,@luketothestars damnit :(
4004,@KLM I used to be PRY/PV ..... wish I could relive those days and become NYC/PV buy there is no way to communicate with NYC or USA KLM :(
4005,It's really hot :-(
4006,@Carouselballet Monday? :(
4007,@badoeuf If going to stop breakfast early you might want to remove the 11am from your website. Even McD's doesn't pull that trick. :(
4008,@blairforce2 which means its on its way over here :( 3rd load just hung up
4009,:( but wtf am I supposed to do now without her
4010,Headache strike :(
4011,English weather needs to fix up :((
4012,Live fam bam but I have a cough :(
4013,Absolutely gutted all the James Bay tickets have sold out for Manchester :(
4014,Seventh spot na lang :( #OTWOLGrandTrailer
4015,Splendour :(
4016,@lizzytrevaskis @1057darwin OMG! Swedish hair metal legends HäirFørce in the studio while I am on leave??? Noooo :( #givecodpieceachance
4017,"@missalicebmbds it's sore, Alice. :("
4018,I'm not ready to work yet :(
4019,@adoringpreston someone unfaved :((
4020,stiles :(
4021,@infinityandbion funny mo :(
4022,someone explain #SandraBland :(
4023,@archietalanay dont be sad :(((((( ily
4024,"@sonzhi No, I am going to spend the night in Prague and then leaving tomorrow :("
4025,"one of my friend is following me , a little heart attack , im sorry youre blocked :((((( sadis"
4026,@ellierowexo no I'm annoyed :(
4027,@GabyInTheFields Consider yourself lucky! my favourite character didn't even make it to the season finale in The 100 :(
4028,@SarahLucero boo. I had already turned in. Yes. At 915. :(
4029,@BeaMiller I DON'T HAVE ITUNES SO I'M WAITING #NotAnApology :(
4030,my layout doesn't match but it's the closest I could find for my header :( someone help
4031,@RamaZafar hayeee :( hayeee :( patwari here mam but for IK's vision I would say nothing rather than a lil laugh
4032,"@Mjbulanhagui13 agh, sorry :-("
4033,VidCon :( :( :(
4034,@Quality_CE don't gas me :((
4035,@TheKelseeey awhhh ok ok :( see you nalang when class opens!!! Hehe
4036,Last night was one of the worst night :( I pretty sure this Albanian women cursed me
4037,Air Max Tavas pls pls pls pls :(
4038,@ChaeHyungwon_ taken :( another chara maybe? -teteh
4039,@devjoshi10 dev I.m verry sad cause you on twitter and than me off :(
4040,@ryannhough I can imagine! This would shatter my dreams :-( We'll let our @CooperativeFood colleagues know all about this. ^SB
4041,Too much missing you :(
4042,@IMJicellmoreno Nawee ! :(
4043,I WANT A WHITE FRENCH BULLDOG :(((
4044,Wanna feel loved :(
4045,@WeeklyChris Aww Poor you T.T I wish I was there to help you. Even though I can't really help much :(
4046,I'm sorry I didn't see this tweet :( 2 Points x https://t.co/N6HMgKfoR1
4047,I miss the Macho Man :(
4048,can i hav my purity back ? :(
4049,@heartissoJEDlag i have kwento :( fbc
4050,3 days without talking with Bae :(
4051,@punkrockbgmouth @indiandeathlock whaaaaaaat noooooooo :(
4052,"@WeeklyChris 

Please tweet me something I'm sad :( you can cheer me up 
please.."
4053,I miss my brown hair :(
4054,Nakakapikon yung nagbabasa ka ng blog comments for info and it's full of people asking the same damned questions answered in the post. :(
4055,@kevinperry leading cause of cancer in children under five :(
4056,Alone :-( :'( :-\
4057,"@rcdlccom hello, any info about possible interest in Jonathas ?? He is close to join Betis :( greatings"
4058,@chescaleigh I'm sorry people are being shits who don't respect your personal space. :(
4059,@seulgi_psv noooo :( *sogok ice cream*
4060,"@lucyanne_l Thank you for sending premium writing instrument, however some dastardly swine stole it from envelope! :( http://t.co/xNe3cD6dvk"
4061,Im getting sick and tired of pipol saying Im short... M not Short... I AM TINY :(
4062,"@Charlie_Bread fair enough :( why would anyone do that? Just seems a tad fucked up 😔 .. It's a wiper, a wiper!"
4063,@EMPERYtech supposedly one of the worst kernels for any device :(
4064,i'm so bored :(
4065,Is this true? I doubt it is :( #ZaynIsComingBackOnJuly26
4066,Today’s job (another facking #Intel). Extra mega careful not to get bent socket pins :-( #PCGaming #PCUpgrade http://t.co/VeJNS9FBfn
4067,Hate being the messenger :(
4068,is everyone asleep already?:((((
4069,@MoKurd they've brainwashed you :(
4070,can some1 pls download smosh:the movie free online? Hahahaha :(
4071,MY kik - plawnew837 #kik #kikmenow #amateur #sfs #snapme #summer #hottie :( http://t.co/2HnzstgnOa
4072,@rivverofhoney Omg no way?! not you guys aswell :-( btw cat litter isnt good for pregnancy make sure u dont go near
4073,Ah Mensch @Tikus09 :(
4074,Sepanx with this one :( https://t.co/4Hp6d3sMwr
4075,@LoseThe_Battle We cannot view the picture. Are you unhappy with the seats on our bus? :(
4076,There's a huge bag of presents from Luke and I can't open them until he's back from work :-((((
4077,@baexrv pcy mine :-(
4078,@walesdotcom @Visitcaerphilly last time I went to Caerphilly I couldn't find anywhere selling local cheese :-(
4079,My eyes are really bad today and I don't even have my glasses :(
4080,@rauhlstilinski I'M OMW😍 lol I wish :(((((
4081,@lukesdagger JOKE LANG EH :( HAHDHDHSHHS
4082,Never seeing your dad until midnight bc he worked hard as fuck :( #GrowingUpPoor
4083,"@JackJackJohnson @jackgilinsky NUMBER ONE IN AMERICA!! 😭🇺🇸
i wish i could buy it but no money :( http://t.co/7xyNmimTpR"
4084,Wish that I can buy all Bangtan's merch :(
4085,The pain of all #UberIceCream drivers being busy :(
4086,@lawrenceispichu oh gosh what did you say? And aw hun :( *cuddles*
4087,@DatMelvin @Official__Jakub me wants! :(
4088,@taimoor_mahmood taimoor Meray dost :(
4089,@literalwt tyas mind to refollow me :(
4090,My stomach is killing me :(
4091,as if not an apology isn't available in australia :(( @BeaMiller
4092,ksoo u dumb butt :(
4093,@D4nMeAtSix @carterreynolds omg why am I getting hate for being a sex offender :( poor me :( I'm a stupid pissbaby
4094,i want to finish death parade by this weekend :(
4095,"I'm so frustrated with my planks. The times are super inconsistent, and I have no idea what I'm doing wrong. :("
4096,"RIP TOM MOORE...... I LOVE READING HIS COMIC BOOKS....
ANOTHER GREAT ARTIST I WILL TRULY MISS  :( http://t.co/f5uVxTUcSE"
4097,@tylerftirwin I miss this so much :(
4098,@catasrtophe awww i miss you too i swear but Twitter these days are truly boring so i rather watch movies and football :(
4099,when can sch get better........ :-(
4100,my throat is so so sore :((
4101,Why is no one awake :(
4102,Im hungry now :(
4103,"Get in the bin, OSX/Chrome/Voiceover &gt;:( http://t.co/0bcvA6YjWu"
4104,😂😂 what a night :(((((( so devo xxx https://t.co/9ixTnyBXLb
4105,im so sad :(
4106,I hope it's wrong about #HulkHogan but I think I know deep down its not. It's hurtful to wake up that kind of unpleasantness :(
4107,@Yoonginese I don't even know what to say :(((
4108,@kingsxcreed daaaaaamn :((
4109,@maaaybs Grabe ang harsh huhuhu why u like that? :(
4110,@halfmoonhalsey aw babe :((
4111,my boys r playing :( and i cant watch it :( rip
4112,"Dadas uh iphone na, :(:( [pic] — https://t.co/Jr4U98A8ja"
4113,@OscarTrue89 no sorry I'm fully booked :-( xx
4114,@ssulstagram why you unfollow me unnie?:(
4115,@norman__g lucky spike only :-(
4116,@imaginIarry omg i miss you 2 :(
4117,Why didn't Panic's new album come out on the 22nd :(
4118,"bigbang need some rest :( they have been travelling from one place to another, must be really tiring for them :("
4119,@Atunci_CoV @QuetaAuthor :( rude
4120,@nickiminaj you mention South Africa so many times in your song its about time you come to South Africa ! :(
4121,"Hate when I can't remember my dreams, I love sharing them :("
4122,What is going on in America man R.I.P to all the victims in #Louisiana :(
4123,When school comes between me and twitter :(
4124,Taking 190 at such a horrible timing :(
4125,@myungfart ella :( cheer up pls
4126,"@Lizarrdz That's no excuse for launching an attack Lizardz, you should feel like shit for doing that.  I am deeply ashamed of you.  &gt;:("
4127,@dtaylor5633  Nothing worse :(
4128,@cockneyradish Sorry about that :( We need to get an emergency engineer out to you! Will you be home for the next 4 hours? ^Laura
4129,I can never go to sleep early :( lol
4130,@elglozano home dormtel near st scho!! all girls siya tho :( do you want me to help you find oneee
4131,@JDRaPlD @Excluzzive I was talking to exclusive :( U know I carry U want me to play 😘
4132,7pm on a Friday and I am dead :(
4133,"@fantasticpru @gemmajoobjoob Sorry Nat, school holidays.. :(  and I'm working at 1pm."
4134,@Vitality_Watson why do you do this when Im in work :(
4135,"@Shansdoe every time i have feta cheese, my head starts to blaaaaze! sometimes my vision is messed too and nausea comes in :("
4136,"@natzaz17 Oh no, that's not good :( We're not aware of any issues. Have you been able to top-up now?"
4137,"Sharknado, one hour that I will never get back :("
4138,"Yeah, leave me on read :-("
4139,I cannot even sleep right now :(
4140,And Ernie :(
4141,.@ItsFoodsPorn all over my TL :( hungry af!
4142,@Marguuuuh it's raining :-(
4143,@DasCarrot no EZOO for me this year sorry :-(
